BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
202403,2,1631,202403,2,1631,189951,1167753,GEORGIA,13,2024,March,Hail,C,275,THOMAS,TAE,02-MAR-24 16:31:00,EST-5,02-MAR-24 16:31:00,0,0,0,0,0.00K,0.00K,Trained Spotter,0.75,,,,,,,,,,,1.91,WNW,MERRILLVILLE,1.91,WNW,MERRILLVILLE,30.95,-83.9,30.95,-83.9,A few thunderstorms occurred across southwest Georgia with one storm producing penny sized hail in Thomas county.,,CSV
202407,30,1847,202407,30,1849,194657,1203927,GEORGIA,13,2024,July,Thunderstorm Wind,C,85,DAWSON,FFC,30-JUL-24 18:47:00,EST-5,30-JUL-24 18:49:00,0,0,0,0,5.00K,,Broadcast Media,52.00,EG,,,,,,,,,,2.4,NW,HUBBARDSVILLE,2.4,NW,HUBBARDSVILLE,34.3925,-84.262,34.3925,-84.262,"An MCS out of the north produced widespread thunderstorms winds damage from North GA down between Columbus and Macon. One of the downed trees fell on a car, sadly resulting in 1 fatality.",Multiple trees down along Kellie Bridge Road between Cowart Road and Love Lady Road.,CSV
202407,30,1825,202407,30,1827,194657,1203929,GEORGIA,13,2024,July,Thunderstorm Wind,C,85,DAWSON,FFC,30-JUL-24 18:25:00,EST-5,30-JUL-24 18:27:00,0,0,0,0,4.00K,,Emergency Manager,52.00,EG,,,,,,,,,,3.08,NE,AFTON,3.08,NE,AFTON,34.53,-84.19,34.53,-84.19,"An MCS out of the north produced widespread thunderstorms winds damage from North GA down between Columbus and Macon. One of the downed trees fell on a car, sadly resulting in 1 fatality.",Trees down along Little Mountain Road.  Additional trees down along Wesley Chapel Road.,CSV
202407,30,1835,202407,30,1837,194657,1203930,GEORGIA,13,2024,July,Thunderstorm Wind,C,187,LUMPKIN,FFC,30-JUL-24 18:35:00,EST-5,30-JUL-24 18:37:00,0,0,0,0,2.00K,,Emergency Manager,48.00,EG,,,,,,,,,,.9,NW,HALFWAY,.9,NW,HALFWAY,34.48,-83.91,34.48,-83.91,"An MCS out of the north produced widespread thunderstorms winds damage from North GA down between Columbus and Macon. One of the downed trees fell on a car, sadly resulting in 1 fatality.",Trees down along Pony Lake Road .,CSV
202407,30,1829,202407,30,1831,194657,1203931,GEORGIA,13,2024,July,Thunderstorm Wind,C,227,PICKENS,FFC,30-JUL-24 18:29:00,EST-5,30-JUL-24 18:31:00,0,0,0,0,1.00K,,Trained Spotter,39.00,EG,,,,,,,,,,1.14,E,HINTON,1.14,E,HINTON,34.48,-84.56,34.48,-84.56,"An MCS out of the north produced widespread thunderstorms winds damage from North GA down between Columbus and Macon. One of the downed trees fell on a car, sadly resulting in 1 fatality.",Tree down at hwy 53 and Arrowhead Way .,CSV
202407,30,1847,202407,30,1849,194657,1203935,GEORGIA,13,2024,July,Thunderstorm Wind,C,57,CHEROKEE,FFC,30-JUL-24 18:47:00,EST-5,30-JUL-24 18:49:00,0,0,0,0,1.00K,,Emergency Manager,52.00,EG,,,,,,,,,,.57,E,BALL GROUND,.57,E,BALL GROUND,34.33,-84.37,34.33,-84.37,"An MCS out of the north produced widespread thunderstorms winds damage from North GA down between Columbus and Macon. One of the downed trees fell on a car, sadly resulting in 1 fatality.",Tree down at Gilmer Ferry and Gazaway Lane .,CSV
202401,9,1342,202401,9,1343,188647,1159867,GEORGIA,13,2024,January,Thunderstorm Wind,C,31,BULLOCH,CHS,09-JAN-24 13:42:00,EST-5,09-JAN-24 13:43:00,0,0,0,0,,0.00K,911 Call Center,65.00,EG,,,,,,,,,,5.8,NW,BLITCH,5.8,NW,BLITCH,32.63,-81.86,32.63,-81.86,"A strong line of thunderstorms developed ahead of a strong cold front and moved through southeast Georgia in the afternoon hours. The strong line of storms produced damaging wind gusts, resulting in multiple trees down. A tornado event was even confirmed in Evans County.",Bulloch County dispatch reported a few trees down near Rocky Ford Road and Baygall Road.,CSV
202401,9,1355,202401,9,1356,188647,1159869,GEORGIA,13,2024,January,Thunderstorm Wind,C,251,SCREVEN,CHS,09-JAN-24 13:55:00,EST-5,09-JAN-24 13:56:00,0,0,0,0,1.00K,0.00K,911 Call Center,45.00,EG,,,,,,,,,,3.11,NW,MEARS,3.11,NW,MEARS,32.98,-81.62,32.98,-81.62,"A strong line of thunderstorms developed ahead of a strong cold front and moved through southeast Georgia in the afternoon hours. The strong line of storms produced damaging wind gusts, resulting in multiple trees down. A tornado event was even confirmed in Evans County.",Screven County dispatch reported a tree down at 1437 Stony Bluff Road.,CSV
202407,30,1847,202407,30,1849,194657,1203936,GEORGIA,13,2024,July,Thunderstorm Wind,C,57,CHEROKEE,FFC,30-JUL-24 18:47:00,EST-5,30-JUL-24 18:49:00,0,0,0,0,1.00K,,Emergency Manager,43.00,EG,,,,,,,,,,3.7,W,MICA,3.7,W,MICA,34.3725,-84.3349,34.3725,-84.3349,"An MCS out of the north produced widespread thunderstorms winds damage from North GA down between Columbus and Macon. One of the downed trees fell on a car, sadly resulting in 1 fatality.",Tree down at Reavus Mountain Road and Cherokee Gold Rrail.,CSV
202407,30,1835,202407,30,1837,194657,1203937,GEORGIA,13,2024,July,Thunderstorm Wind,C,57,CHEROKEE,FFC,30-JUL-24 18:35:00,EST-5,30-JUL-24 18:37:00,0,0,0,0,1.00K,,Emergency Manager,43.00,EG,,,,,,,,,,0,N,WALESKA,0,N,WALESKA,34.32,-84.55,34.32,-84.55,"An MCS out of the north produced widespread thunderstorms winds damage from North GA down between Columbus and Macon. One of the downed trees fell on a car, sadly resulting in 1 fatality.",Tree down on roadway on Grady Street near Old RM Moore School.,CSV
202407,30,1845,202407,30,1847,194657,1203938,GEORGIA,13,2024,July,Thunderstorm Wind,C,57,CHEROKEE,FFC,30-JUL-24 18:45:00,EST-5,30-JUL-24 18:47:00,0,0,0,0,5.00K,,Emergency Manager,52.00,EG,,,,,,,,,,.69,N,BALL GROUND,.69,N,BALL GROUND,34.34,-84.38,34.34,-84.38,"An MCS out of the north produced widespread thunderstorms winds damage from North GA down between Columbus and Macon. One of the downed trees fell on a car, sadly resulting in 1 fatality.",Multiple trees down in the ball ground area .,CSV
202407,30,1847,202407,30,1849,194657,1203939,GEORGIA,13,2024,July,Thunderstorm Wind,C,57,CHEROKEE,FFC,30-JUL-24 18:47:00,EST-5,30-JUL-24 18:49:00,0,0,0,0,5.00K,,Emergency Manager,52.00,EG,,,,,,,,,,.9,SW,NORTH CANTON,.9,SW,NORTH CANTON,34.24,-84.49,34.24,-84.49,"An MCS out of the north produced widespread thunderstorms winds damage from North GA down between Columbus and Macon. One of the downed trees fell on a car, sadly resulting in 1 fatality.",Multiple trees down in the canton area .,CSV
202407,30,1852,202407,30,1854,194657,1203940,GEORGIA,13,2024,July,Thunderstorm Wind,C,57,CHEROKEE,FFC,30-JUL-24 18:52:00,EST-5,30-JUL-24 18:54:00,0,0,1,0,1.00K,,Emergency Manager,52.00,EG,,,,,,,,,,2.73,S,HICKORY FLAT,2.73,S,HICKORY FLAT,34.1407,-84.4239,34.1407,-84.4239,"An MCS out of the north produced widespread thunderstorms winds damage from North GA down between Columbus and Macon. One of the downed trees fell on a car, sadly resulting in 1 fatality.","Tree down on vehicle along Vaughn Road, 0.2 miles south of Millstone Way.",CSV
202407,30,1847,202407,30,1849,194657,1203942,GEORGIA,13,2024,July,Thunderstorm Wind,C,57,CHEROKEE,FFC,30-JUL-24 18:47:00,EST-5,30-JUL-24 18:49:00,0,0,0,0,3.00K,,Emergency Manager,52.00,EG,,,,,,,,,,.85,ENE,SOUTH CANTON,.85,ENE,SOUTH CANTON,34.2249,-84.4663,34.2249,-84.4663,"An MCS out of the north produced widespread thunderstorms winds damage from North GA down between Columbus and Macon. One of the downed trees fell on a car, sadly resulting in 1 fatality.",A tree was downed onto a home in the 3000 block of Cherokee Overlook Drive.,CSV
202407,30,1850,202407,30,1852,194657,1203943,GEORGIA,13,2024,July,Thunderstorm Wind,C,57,CHEROKEE,FFC,30-JUL-24 18:50:00,EST-5,30-JUL-24 18:52:00,0,0,0,0,3.00K,,Emergency Manager,43.00,EG,,,,,,,,,,.78,NNE,VICTORIA,.78,NNE,VICTORIA,34.1608,-84.5961,34.1608,-84.5961,"An MCS out of the north produced widespread thunderstorms winds damage from North GA down between Columbus and Macon. One of the downed trees fell on a car, sadly resulting in 1 fatality.",A tree was downed onto a structure in the 1400 block of Towne Harbor Passage.,CSV
202407,30,1852,202407,30,1854,194657,1203944,GEORGIA,13,2024,July,Thunderstorm Wind,C,57,CHEROKEE,FFC,30-JUL-24 18:52:00,EST-5,30-JUL-24 18:54:00,0,0,0,0,3.00K,,Emergency Manager,48.00,EG,,,,,,,,,,1.34,ENE,WOODSTOCK,1.34,ENE,WOODSTOCK,34.11,-84.5,34.11,-84.5,"An MCS out of the north produced widespread thunderstorms winds damage from North GA down between Columbus and Macon. One of the downed trees fell on a car, sadly resulting in 1 fatality.",A tree was downed onto a structure in the 100 block of Hideaway Village Rd.,CSV
202401,9,1541,202401,9,1542,188647,1159873,GEORGIA,13,2024,January,Thunderstorm Wind,C,51,CHATHAM,CHS,09-JAN-24 15:41:00,EST-5,09-JAN-24 15:42:00,0,0,0,0,,0.00K,Emergency Manager,60.00,EG,,,,,,,,,,0,N,SAVANNAH,0,N,SAVANNAH,32.05,-81.08,32.05,-81.08,"A strong line of thunderstorms developed ahead of a strong cold front and moved through southeast Georgia in the afternoon hours. The strong line of storms produced damaging wind gusts, resulting in multiple trees down. A tornado event was even confirmed in Evans County.",Chatham County Emergency Management Agency reported a tree down on a powerline at E35th Lane and Harmon Street.,CSV
202401,9,1505,202401,9,1510,188647,1159875,GEORGIA,13,2024,January,Thunderstorm Wind,C,191,MCINTOSH,CHS,09-JAN-24 15:05:00,EST-5,09-JAN-24 15:10:00,0,0,0,0,,0.00K,Other Federal Agency,59.00,MG,,,,,,,,,,1.18,W,DOBOY,1.18,W,DOBOY,31.42,-81.3,31.42,-81.3,"A strong line of thunderstorms developed ahead of a strong cold front and moved through southeast Georgia in the afternoon hours. The strong line of storms produced damaging wind gusts, resulting in multiple trees down. A tornado event was even confirmed in Evans County.",The National Estuarine Research Reserve System (NERRS) site on the south end of Sapelo Island measured a 68 mph wind gust.,CSV
202407,30,1858,202407,30,1900,194657,1203951,GEORGIA,13,2024,July,Thunderstorm Wind,C,139,HALL,FFC,30-JUL-24 18:58:00,EST-5,30-JUL-24 19:00:00,0,0,0,0,1.00K,,Emergency Manager,43.00,EG,,,,,,,,,,2.33,SSE,WHITE SULPHUR,2.33,SSE,WHITE SULPHUR,34.3173,-83.7596,34.3173,-83.7596,"An MCS out of the north produced widespread thunderstorms winds damage from North GA down between Columbus and Macon. One of the downed trees fell on a car, sadly resulting in 1 fatality.",Tree down at Old Cornelia Highway and Joe Chandler Road.,CSV
202407,30,1858,202407,30,1900,194657,1203953,GEORGIA,13,2024,July,Thunderstorm Wind,C,139,HALL,FFC,30-JUL-24 18:58:00,EST-5,30-JUL-24 19:00:00,0,0,0,0,1.00K,,Emergency Manager,43.00,EG,,,,,,,,,,2.07,S,CHICOPEE,2.07,S,CHICOPEE,34.22,-83.83,34.22,-83.83,"An MCS out of the north produced widespread thunderstorms winds damage from North GA down between Columbus and Macon. One of the downed trees fell on a car, sadly resulting in 1 fatality.",Tree down at Poplar Springs Church Road and Poplar Springs Road.,CSV
202407,30,1855,202407,30,1857,194657,1203954,GEORGIA,13,2024,July,Thunderstorm Wind,C,139,HALL,FFC,30-JUL-24 18:55:00,EST-5,30-JUL-24 18:57:00,0,0,0,0,1.00K,,Emergency Manager,39.00,EG,,,,,,,,,,1.23,SW,OAKWOOD,1.23,SW,OAKWOOD,34.2181,-83.8961,34.2181,-83.8961,"An MCS out of the north produced widespread thunderstorms winds damage from North GA down between Columbus and Macon. One of the downed trees fell on a car, sadly resulting in 1 fatality.",Tree down at Chamblee Road and W White Road .,CSV
202407,30,1900,202407,30,1902,194657,1204176,GEORGIA,13,2024,July,Thunderstorm Wind,C,223,PAULDING,FFC,30-JUL-24 19:00:00,EST-5,30-JUL-24 19:02:00,0,0,0,0,2.00K,,Emergency Manager,52.00,EG,,,,,,,,,,1.57,S,UNION,1.57,S,UNION,33.8074,-84.9815,33.8074,-84.9815,"An MCS out of the north produced widespread thunderstorms winds damage from North GA down between Columbus and Macon. One of the downed trees fell on a car, sadly resulting in 1 fatality.",Trees and power lines were downed on S D Hicks Road.,CSV
202407,30,1900,202407,30,1902,194657,1204177,GEORGIA,13,2024,July,Thunderstorm Wind,C,223,PAULDING,FFC,30-JUL-24 19:00:00,EST-5,30-JUL-24 19:02:00,0,0,0,0,1.00K,,Emergency Manager,48.00,EG,,,,,,,,,,.69,N,UNION,.69,N,UNION,33.84,-84.98,33.84,-84.98,"An MCS out of the north produced widespread thunderstorms winds damage from North GA down between Columbus and Macon. One of the downed trees fell on a car, sadly resulting in 1 fatality.",A tree fell into the roadway on highway 101 northbound at Buchanan Hwy.,CSV
202407,30,1905,202407,30,1907,194657,1204321,GEORGIA,13,2024,July,Thunderstorm Wind,C,223,PAULDING,FFC,30-JUL-24 19:05:00,EST-5,30-JUL-24 19:07:00,0,0,0,0,3.00K,,Emergency Manager,48.00,EG,,,,,,,,,,1.02,ESE,FORRISTER,1.02,ESE,FORRISTER,33.9464,-84.8128,33.9464,-84.8128,"An MCS out of the north produced widespread thunderstorms winds damage from North GA down between Columbus and Macon. One of the downed trees fell on a car, sadly resulting in 1 fatality.",A tree fell onto a house in the 200 block of Oak Leaf Road.,CSV
202407,30,1910,202407,30,1912,194657,1204322,GEORGIA,13,2024,July,Thunderstorm Wind,C,223,PAULDING,FFC,30-JUL-24 19:10:00,EST-5,30-JUL-24 19:12:00,0,0,0,0,2.00K,,Emergency Manager,48.00,EG,,,,,,,,,,.31,W,POWDER MILL,.31,W,POWDER MILL,33.9294,-84.7254,33.9294,-84.7254,"An MCS out of the north produced widespread thunderstorms winds damage from North GA down between Columbus and Macon. One of the downed trees fell on a car, sadly resulting in 1 fatality.",A tree fell onto power lines on Mill Gate Drive.,CSV
202407,30,1910,202407,30,1912,194657,1204323,GEORGIA,13,2024,July,Thunderstorm Wind,C,223,PAULDING,FFC,30-JUL-24 19:10:00,EST-5,30-JUL-24 19:12:00,0,0,0,0,1.00K,,Emergency Manager,48.00,EG,,,,,,,,,,1.15,W,HIRAM,1.15,W,HIRAM,33.87,-84.77,33.87,-84.77,"An MCS out of the north produced widespread thunderstorms winds damage from North GA down between Columbus and Macon. One of the downed trees fell on a car, sadly resulting in 1 fatality.",A tree fell across Gray Drive at the intersection of Nebo Road.,CSV
202401,9,1100,202401,9,1101,188659,1160056,GEORGIA,13,2024,January,High Wind,Z,119,COASTAL CHATHAM,CHS,09-JAN-24 11:00:00,EST-5,09-JAN-24 11:01:00,0,0,0,0,,0.00K,Emergency Manager,50.00,EG,,,,,,,,,,,,,,,,,,,,"A strong cold front approached southeast Georgia in the morning hours and moved across the region through the early evening hours. Ahead of the front, and outside of thunderstorms, a tight pressure gradient and strong low-level jet combined to produce powerful and damaging wind gusts. These gusts brought down numerous trees and produced damage across the region.",Chatham County Emergency Management Agency reported a tree down on a powerline at Laroche Avenue and Carmel Avenue.,CSV
202407,30,1922,202407,30,1924,194657,1204324,GEORGIA,13,2024,July,Thunderstorm Wind,C,89,DE KALB,FFC,30-JUL-24 19:22:00,EST-5,30-JUL-24 19:24:00,0,0,0,0,1.00K,,Public,52.00,EG,,,,,,,,,,.12,E,DUNWOODY,.12,E,DUNWOODY,33.9503,-84.3279,33.9503,-84.3279,"An MCS out of the north produced widespread thunderstorms winds damage from North GA down between Columbus and Macon. One of the downed trees fell on a car, sadly resulting in 1 fatality.",Tree down at Vernon Ridge Court and Vernon Ridge Drive.,CSV
202407,30,1935,202407,30,1937,194657,1204325,GEORGIA,13,2024,July,Thunderstorm Wind,C,89,DE KALB,FFC,30-JUL-24 19:35:00,EST-5,30-JUL-24 19:37:00,0,0,0,0,1.00K,,Emergency Manager,52.00,EG,,,,,,,,,,1.56,WNW,TOCO HILLS,1.56,WNW,TOCO HILLS,33.8072,-84.2957,33.8072,-84.2957,"An MCS out of the north produced widespread thunderstorms winds damage from North GA down between Columbus and Macon. One of the downed trees fell on a car, sadly resulting in 1 fatality.",Tree down at Willivee Place and Willivee Drive.,CSV
202407,30,1932,202407,30,1934,194657,1204326,GEORGIA,13,2024,July,Thunderstorm Wind,C,89,DE KALB,FFC,30-JUL-24 19:32:00,EST-5,30-JUL-24 19:34:00,0,0,0,0,1.00K,,Emergency Manager,52.00,EG,,,,,,,,,,.68,SW,NORTH DECATUR,.68,SW,NORTH DECATUR,33.7644,-84.2398,33.7644,-84.2398,"An MCS out of the north produced widespread thunderstorms winds damage from North GA down between Columbus and Macon. One of the downed trees fell on a car, sadly resulting in 1 fatality.",A tree was downed on Longshore Cove .,CSV
202407,30,1925,202407,30,1927,194657,1204327,GEORGIA,13,2024,July,Thunderstorm Wind,C,89,DE KALB,FFC,30-JUL-24 19:25:00,EST-5,30-JUL-24 19:27:00,0,0,0,0,1.00K,,Emergency Manager,43.00,EG,,,,,,,,,,.98,SSE,NORTH DRUID HILLS,.98,SSE,NORTH DRUID HILLS,33.8161,-84.2965,33.8161,-84.2965,"An MCS out of the north produced widespread thunderstorms winds damage from North GA down between Columbus and Macon. One of the downed trees fell on a car, sadly resulting in 1 fatality.",A tree was downed near the intersection of Spring Creek Road and Creekwood Drive.,CSV
202407,30,1915,202407,30,1917,194657,1204328,GEORGIA,13,2024,July,Thunderstorm Wind,C,89,DE KALB,FFC,30-JUL-24 19:15:00,EST-5,30-JUL-24 19:17:00,0,0,0,0,1.00K,,Emergency Manager,43.00,EG,,,,,,,,,,1.86,ENE,PANTHERSVILLE,1.86,ENE,PANTHERSVILLE,33.71,-84.24,33.71,-84.24,"An MCS out of the north produced widespread thunderstorms winds damage from North GA down between Columbus and Macon. One of the downed trees fell on a car, sadly resulting in 1 fatality.",A tree was reported down in the 3600 block of Rainbow Drive.,CSV
202407,30,1925,202407,30,1927,194657,1204329,GEORGIA,13,2024,July,Thunderstorm Wind,C,89,DE KALB,FFC,30-JUL-24 19:25:00,EST-5,30-JUL-24 19:27:00,0,0,0,0,1.00K,,Emergency Manager,52.00,EG,,,,,,,,,,2.08,NE,NORTH DRUID HILLS,2.08,NE,NORTH DRUID HILLS,33.8494,-84.2721,33.8494,-84.2721,"An MCS out of the north produced widespread thunderstorms winds damage from North GA down between Columbus and Macon. One of the downed trees fell on a car, sadly resulting in 1 fatality.",A tree was downed in the 2000 block of Galahad Drive.,CSV
202407,30,1915,202407,30,1917,194657,1204330,GEORGIA,13,2024,July,Thunderstorm Wind,C,89,DE KALB,FFC,30-JUL-24 19:15:00,EST-5,30-JUL-24 19:17:00,0,0,0,0,1.00K,,Emergency Manager,52.00,EG,,,,,,,,,,1.12,NW,DORAVILLE,1.12,NW,DORAVILLE,33.9104,-84.2949,33.9104,-84.2949,"An MCS out of the north produced widespread thunderstorms winds damage from North GA down between Columbus and Macon. One of the downed trees fell on a car, sadly resulting in 1 fatality.",A tree was downed in the 4000 block of N Shallowford Road.,CSV
202407,30,1916,202407,30,1918,194657,1204331,GEORGIA,13,2024,July,Thunderstorm Wind,C,89,DE KALB,FFC,30-JUL-24 19:16:00,EST-5,30-JUL-24 19:18:00,0,0,0,0,1.00K,,Emergency Manager,52.00,EG,,,,,,,,,,0,N,NORTH ATLANTA,0,N,NORTH ATLANTA,33.9,-84.33,33.9,-84.33,"An MCS out of the north produced widespread thunderstorms winds damage from North GA down between Columbus and Macon. One of the downed trees fell on a car, sadly resulting in 1 fatality.",A tree was reported down in the 3000 block of Ashford Dunwoody Road.,CSV
202401,9,1200,202401,9,1201,188659,1160057,GEORGIA,13,2024,January,High Wind,Z,119,COASTAL CHATHAM,CHS,09-JAN-24 12:00:00,EST-5,09-JAN-24 12:01:00,0,0,0,0,,0.00K,Emergency Manager,50.00,EG,,,,,,,,,,,,,,,,,,,,"A strong cold front approached southeast Georgia in the morning hours and moved across the region through the early evening hours. Ahead of the front, and outside of thunderstorms, a tight pressure gradient and strong low-level jet combined to produce powerful and damaging wind gusts. These gusts brought down numerous trees and produced damage across the region.",Chatham County Emergency Management Agency reported a powerline down across Macceo Drive at Highway 80.,CSV
202401,9,1200,202401,9,1201,188659,1160058,GEORGIA,13,2024,January,High Wind,Z,119,COASTAL CHATHAM,CHS,09-JAN-24 12:00:00,EST-5,09-JAN-24 12:01:00,0,0,0,0,,0.00K,Emergency Manager,50.00,EG,,,,,,,,,,,,,,,,,,,,"A strong cold front approached southeast Georgia in the morning hours and moved across the region through the early evening hours. Ahead of the front, and outside of thunderstorms, a tight pressure gradient and strong low-level jet combined to produce powerful and damaging wind gusts. These gusts brought down numerous trees and produced damage across the region.",Chatham County Emergency Management Agency reported a large tree limb down at Ferguson Avenue and Diamond Causeway.,CSV
202401,9,1106,202401,9,1107,188655,1160137,GEORGIA,13,2024,January,Strong Wind,Z,100,BULLOCH,CHS,09-JAN-24 11:06:00,EST-5,09-JAN-24 11:07:00,0,0,0,0,,0.00K,911 Call Center,45.00,EG,,,,,,,,,,,,,,,,,,,,"A strong cold front approached southeast Georgia in the morning hours and moved across the region through the early evening hours. Ahead of the front, and outside of thunderstorms, a tight pressure gradient and strong low-level jet combined to produce strong and damaging wind gusts. These gusts brought down numerous trees and produced damage across the region.",Bulloch County dispatch reported a tree down near Pulaski Road and Hood Road.,CSV
202401,9,1423,202401,9,1424,188655,1160230,GEORGIA,13,2024,January,Strong Wind,Z,118,INLAND CHATHAM,CHS,09-JAN-24 14:23:00,EST-5,09-JAN-24 14:24:00,0,0,0,0,,0.00K,Emergency Manager,45.00,EG,,,,,,,,,,,,,,,,,,,,"A strong cold front approached southeast Georgia in the morning hours and moved across the region through the early evening hours. Ahead of the front, and outside of thunderstorms, a tight pressure gradient and strong low-level jet combined to produce strong and damaging wind gusts. These gusts brought down numerous trees and produced damage across the region.",Chatham County Emergency Management Agency reported a tree down blocking both lanes on Interstate 95 southbound at mile marker 41.,CSV
202407,29,1733,202407,29,1735,194656,1204389,GEORGIA,13,2024,July,Thunderstorm Wind,C,55,CHATTOOGA,FFC,29-JUL-24 17:33:00,EST-5,29-JUL-24 17:35:00,0,0,0,0,5.00K,,911 Call Center,52.00,EG,,,,,,,,,,0,N,MINERAL SPRINGS,0,N,MINERAL SPRINGS,34.48,-85.48,34.48,-85.48,Broken remnants of an MCS moved out of the Midwest towards the Southeast. A few storms within the system were able to produce damaging wind gusts along an extended length. A few thunderstorms ahead of the line also developed which were also capable of strong to damaging winds.,Multiple trees down across Menlo .,CSV
202407,29,1740,202407,29,1742,194656,1204390,GEORGIA,13,2024,July,Thunderstorm Wind,C,55,CHATTOOGA,FFC,29-JUL-24 17:40:00,EST-5,29-JUL-24 17:42:00,0,0,0,0,1.00K,,Emergency Manager,52.00,EG,,,,,,,,,,.59,NE,SUMMERVILLE,.59,NE,SUMMERVILLE,34.4851,-85.3417,34.4851,-85.3417,Broken remnants of an MCS moved out of the Midwest towards the Southeast. A few storms within the system were able to produce damaging wind gusts along an extended length. A few thunderstorms ahead of the line also developed which were also capable of strong to damaging winds.,Tree down at Highland Avenue and Hawkins Drive.,CSV
202407,30,1930,202407,30,1932,194657,1204332,GEORGIA,13,2024,July,Thunderstorm Wind,C,89,DE KALB,FFC,30-JUL-24 19:30:00,EST-5,30-JUL-24 19:32:00,0,0,0,0,1.00K,,Emergency Manager,52.00,EG,,,,,,,,,,.87,NNE,BELT JCT,.87,NNE,BELT JCT,33.8318,-84.3248,33.8318,-84.3248,"An MCS out of the north produced widespread thunderstorms winds damage from North GA down between Columbus and Macon. One of the downed trees fell on a car, sadly resulting in 1 fatality.",A tree was reported down on Childerlee Ln NE.,CSV
202407,30,1915,202407,30,1917,194657,1204333,GEORGIA,13,2024,July,Thunderstorm Wind,C,89,DE KALB,FFC,30-JUL-24 19:15:00,EST-5,30-JUL-24 19:17:00,0,0,0,0,1.00K,,Emergency Manager,52.00,EG,,,,,,,,,,.95,W,DUNWOODY,.95,W,DUNWOODY,33.9524,-84.3463,33.9524,-84.3463,"An MCS out of the north produced widespread thunderstorms winds damage from North GA down between Columbus and Macon. One of the downed trees fell on a car, sadly resulting in 1 fatality.",A tree was reported down in the 1000 block of Redfield Terrace.,CSV
202407,30,1905,202407,30,1907,194657,1204334,GEORGIA,13,2024,July,Thunderstorm Wind,C,89,DE KALB,FFC,30-JUL-24 19:05:00,EST-5,30-JUL-24 19:07:00,0,0,0,0,1.00K,,Emergency Manager,43.00,EG,,,,,,,,,,1.06,ESE,REHOBOTH,1.06,ESE,REHOBOTH,33.8115,-84.1846,33.8115,-84.1846,"An MCS out of the north produced widespread thunderstorms winds damage from North GA down between Columbus and Macon. One of the downed trees fell on a car, sadly resulting in 1 fatality.",A tree was downed in the 4900 block of Central Drive.,CSV
202407,30,1932,202407,30,1934,194657,1204335,GEORGIA,13,2024,July,Thunderstorm Wind,C,89,DE KALB,FFC,30-JUL-24 19:32:00,EST-5,30-JUL-24 19:34:00,0,0,0,0,1.00K,,Emergency Manager,43.00,EG,,,,,,,,,,1.12,WSW,GRESHAM PARK,1.12,WSW,GRESHAM PARK,33.715,-84.3184,33.715,-84.3184,"An MCS out of the north produced widespread thunderstorms winds damage from North GA down between Columbus and Macon. One of the downed trees fell on a car, sadly resulting in 1 fatality.",A tree was downed along Brannen Rd SE .,CSV
202407,30,1935,202407,30,1937,194657,1204336,GEORGIA,13,2024,July,Thunderstorm Wind,C,97,DOUGLAS,FFC,30-JUL-24 19:35:00,EST-5,30-JUL-24 19:37:00,0,0,0,0,1.00K,,Emergency Manager,52.00,EG,,,,,,,,,,2.46,NNW,CHAPEL HILL,2.46,NNW,CHAPEL HILL,33.7116,-84.7397,33.7116,-84.7397,"An MCS out of the north produced widespread thunderstorms winds damage from North GA down between Columbus and Macon. One of the downed trees fell on a car, sadly resulting in 1 fatality.",A tree was reported down on Reynolds Road at Mansfield Lane.,CSV
202407,30,1935,202407,30,1937,194657,1204337,GEORGIA,13,2024,July,Thunderstorm Wind,C,97,DOUGLAS,FFC,30-JUL-24 19:35:00,EST-5,30-JUL-24 19:37:00,0,0,0,0,1.00K,,Emergency Manager,52.00,EG,,,,,,,,,,.9,NE,CHAPEL HILL,.9,NE,CHAPEL HILL,33.69,-84.71,33.69,-84.71,"An MCS out of the north produced widespread thunderstorms winds damage from North GA down between Columbus and Macon. One of the downed trees fell on a car, sadly resulting in 1 fatality.",A tree and power lines were downed in the 4100 Block of Anneewakee Road.,CSV
