BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
201709,20,512,201709,22,800,120357,722613,PUERTO RICO,99,2017,September,Flash Flood,C,33,CATANO,SJU,20-SEP-17 05:12:00,AST-4,22-SEP-17 08:00:00,0,0,0,0,750.00M,0.00K,Emergency Manager,,,Heavy Rain / Tropical System,,,,,,,,,.9,NE,CATANO,1.12,NNW,CATANO,18.4407,-66.1121,18.464,-66.138,"Hurricane Maria was a catastrophic category 4 hurricane which devastated the island of Puerto Rico on September 20, 2017. Maximum sustained winds of 175 mph as it was approaching the county warning area. The direction was towards the west northwest with the eye clipping Saint Croix and Vieques. The hurricane then made landfall in the municipality of Yabucoa in mainland PR at 6:15 am AST with maximum sustained winds of 155 mph. The center of the storm traversed diagonally through mainland Puerto Rico exiting across the northwest municipalities in the early afternoon hours. Extreme winds  were observed across most of mainland Puerto Rico, Vieques, and Saint Croix with catastrophic flooding observed across many areas in mainland Puerto Rico.||During a preliminary survey of areas along the path of Hurricane Maria���s center, it was evident that catastrophic damage had occurred. Maria���s strong winds spread large amounts of debris across the entire area. All full trees were defoliated, and those that were not, were snapped or uprooted by Maria���s strong winds and lost medium to large branches. During the interview process, stories and images were particularly similar. Numerous locals reported that they felt the ground and their houses shaking, while most were amazed by the force of the unprecedented strong winds that not only transformed their surroundings but also their lives. Although most structures across the island are built using concrete as the main material, countless homes and buildings sustained some type of structural damage. If not blown off, non-concrete roofs suffered some type of damage. Nearly all commercial signs, fences, and canopies were destroyed, including large digital high definition boards. The last time that Puerto Rico experienced a category 4 or stronger hurricane was back on 1928 with Hurricane San Felipe II.  Maria was the strongest hurricane to make landfall in mainland Puerto Rico since Hurricane Felipe II in 1928, a category 5 storm. |The NOAA estimate of damage in Puerto Rico and the U.S. Virgin Islands due to Maria is 90 billion dollars.||Death toll from hurricane Maria at the moment of this report is highly uncertain. The official number stands at 65 deaths. 20 of these deaths occurred during the hurricane. The other 45 deaths occurred in the aftermath of the hurricane. From these 45 deaths, there were four (4) people which died due to heart attack,  three (3) due to lack of respiratory aid and three more (3) people due to lack of medical supplies. In addition two (2) deaths were due to suicides. One person (1) died when a tree fell over his car while driving. As of late November 2017, there were three (3) confirmed deaths from leptospirosis. One person (1) died during hurricane preparations. One women (1) died when she fell from her wheel chair. Her house was flooded, and she drowned.|The reasons of the remainder of the deaths are unknown at the moment of this publication.",Heavy rain resulted in flooding.,CSV
201709,20,1141,201709,21,1800,120357,722614,PUERTO RICO,99,2017,September,Flash Flood,C,17,BARCELONETA,SJU,20-SEP-17 11:41:00,AST-4,21-SEP-17 18:00:00,0,0,0,0,750.00M,0.00K,River/Stream Gage,,,Heavy Rain / Tropical System,,,,,,,,,3.64,NNE,BARCELONETA,2,N,BARCELONETA,18.479,-66.5298,18.4901,-66.5607,"Hurricane Maria was a catastrophic category 4 hurricane which devastated the island of Puerto Rico on September 20, 2017. Maximum sustained winds of 175 mph as it was approaching the county warning area. The direction was towards the west northwest with the eye clipping Saint Croix and Vieques. The hurricane then made landfall in the municipality of Yabucoa in mainland PR at 6:15 am AST with maximum sustained winds of 155 mph. The center of the storm traversed diagonally through mainland Puerto Rico exiting across the northwest municipalities in the early afternoon hours. Extreme winds  were observed across most of mainland Puerto Rico, Vieques, and Saint Croix with catastrophic flooding observed across many areas in mainland Puerto Rico.||During a preliminary survey of areas along the path of Hurricane Maria���s center, it was evident that catastrophic damage had occurred. Maria���s strong winds spread large amounts of debris across the entire area. All full trees were defoliated, and those that were not, were snapped or uprooted by Maria���s strong winds and lost medium to large branches. During the interview process, stories and images were particularly similar. Numerous locals reported that they felt the ground and their houses shaking, while most were amazed by the force of the unprecedented strong winds that not only transformed their surroundings but also their lives. Although most structures across the island are built using concrete as the main material, countless homes and buildings sustained some type of structural damage. If not blown off, non-concrete roofs suffered some type of damage. Nearly all commercial signs, fences, and canopies were destroyed, including large digital high definition boards. The last time that Puerto Rico experienced a category 4 or stronger hurricane was back on 1928 with Hurricane San Felipe II.  Maria was the strongest hurricane to make landfall in mainland Puerto Rico since Hurricane Felipe II in 1928, a category 5 storm. |The NOAA estimate of damage in Puerto Rico and the U.S. Virgin Islands due to Maria is 90 billion dollars.||Death toll from hurricane Maria at the moment of this report is highly uncertain. The official number stands at 65 deaths. 20 of these deaths occurred during the hurricane. The other 45 deaths occurred in the aftermath of the hurricane. From these 45 deaths, there were four (4) people which died due to heart attack,  three (3) due to lack of respiratory aid and three more (3) people due to lack of medical supplies. In addition two (2) deaths were due to suicides. One person (1) died when a tree fell over his car while driving. As of late November 2017, there were three (3) confirmed deaths from leptospirosis. One person (1) died during hurricane preparations. One women (1) died when she fell from her wheel chair. Her house was flooded, and she drowned.|The reasons of the remainder of the deaths are unknown at the moment of this publication.",Rio Manati out of its banks.,CSV
201709,20,1141,201709,21,1800,120357,722615,PUERTO RICO,99,2017,September,Flash Flood,C,19,BARRANQUITAS,SJU,20-SEP-17 11:41:00,AST-4,21-SEP-17 18:00:00,0,0,0,0,750.00M,0.00K,River/Stream Gage,,,Heavy Rain / Tropical System,,,,,,,,,3.61,NW,BARRANQUITAS,3.43,WSW,BARRANQUITAS,18.2425,-66.3519,18.1753,-66.3801,"Hurricane Maria was a catastrophic category 4 hurricane which devastated the island of Puerto Rico on September 20, 2017. Maximum sustained winds of 175 mph as it was approaching the county warning area. The direction was towards the west northwest with the eye clipping Saint Croix and Vieques. The hurricane then made landfall in the municipality of Yabucoa in mainland PR at 6:15 am AST with maximum sustained winds of 155 mph. The center of the storm traversed diagonally through mainland Puerto Rico exiting across the northwest municipalities in the early afternoon hours. Extreme winds  were observed across most of mainland Puerto Rico, Vieques, and Saint Croix with catastrophic flooding observed across many areas in mainland Puerto Rico.||During a preliminary survey of areas along the path of Hurricane Maria���s center, it was evident that catastrophic damage had occurred. Maria���s strong winds spread large amounts of debris across the entire area. All full trees were defoliated, and those that were not, were snapped or uprooted by Maria���s strong winds and lost medium to large branches. During the interview process, stories and images were particularly similar. Numerous locals reported that they felt the ground and their houses shaking, while most were amazed by the force of the unprecedented strong winds that not only transformed their surroundings but also their lives. Although most structures across the island are built using concrete as the main material, countless homes and buildings sustained some type of structural damage. If not blown off, non-concrete roofs suffered some type of damage. Nearly all commercial signs, fences, and canopies were destroyed, including large digital high definition boards. The last time that Puerto Rico experienced a category 4 or stronger hurricane was back on 1928 with Hurricane San Felipe II.  Maria was the strongest hurricane to make landfall in mainland Puerto Rico since Hurricane Felipe II in 1928, a category 5 storm. |The NOAA estimate of damage in Puerto Rico and the U.S. Virgin Islands due to Maria is 90 billion dollars.||Death toll from hurricane Maria at the moment of this report is highly uncertain. The official number stands at 65 deaths. 20 of these deaths occurred during the hurricane. The other 45 deaths occurred in the aftermath of the hurricane. From these 45 deaths, there were four (4) people which died due to heart attack,  three (3) due to lack of respiratory aid and three more (3) people due to lack of medical supplies. In addition two (2) deaths were due to suicides. One person (1) died when a tree fell over his car while driving. As of late November 2017, there were three (3) confirmed deaths from leptospirosis. One person (1) died during hurricane preparations. One women (1) died when she fell from her wheel chair. Her house was flooded, and she drowned.|The reasons of the remainder of the deaths are unknown at the moment of this publication.",Rio Grande de Manati out of its banks.,CSV
201709,20,1046,201709,21,1800,120357,722617,PUERTO RICO,99,2017,September,Flash Flood,C,1,ADJUNTAS,SJU,20-SEP-17 10:46:00,AST-4,21-SEP-17 18:00:00,0,0,0,0,750.00K,0.00K,River/Stream Gage,,,Heavy Rain / Tropical System,,,,,,,,,6.22,NNW,ADJUNTAS,5.96,WNW,ADJUNTAS,18.2509,-66.7914,18.2281,-66.8436,"Hurricane Maria was a catastrophic category 4 hurricane which devastated the island of Puerto Rico on September 20, 2017. Maximum sustained winds of 175 mph as it was approaching the county warning area. The direction was towards the west northwest with the eye clipping Saint Croix and Vieques. The hurricane then made landfall in the municipality of Yabucoa in mainland PR at 6:15 am AST with maximum sustained winds of 155 mph. The center of the storm traversed diagonally through mainland Puerto Rico exiting across the northwest municipalities in the early afternoon hours. Extreme winds  were observed across most of mainland Puerto Rico, Vieques, and Saint Croix with catastrophic flooding observed across many areas in mainland Puerto Rico.||During a preliminary survey of areas along the path of Hurricane Maria���s center, it was evident that catastrophic damage had occurred. Maria���s strong winds spread large amounts of debris across the entire area. All full trees were defoliated, and those that were not, were snapped or uprooted by Maria���s strong winds and lost medium to large branches. During the interview process, stories and images were particularly similar. Numerous locals reported that they felt the ground and their houses shaking, while most were amazed by the force of the unprecedented strong winds that not only transformed their surroundings but also their lives. Although most structures across the island are built using concrete as the main material, countless homes and buildings sustained some type of structural damage. If not blown off, non-concrete roofs suffered some type of damage. Nearly all commercial signs, fences, and canopies were destroyed, including large digital high definition boards. The last time that Puerto Rico experienced a category 4 or stronger hurricane was back on 1928 with Hurricane San Felipe II.  Maria was the strongest hurricane to make landfall in mainland Puerto Rico since Hurricane Felipe II in 1928, a category 5 storm. |The NOAA estimate of damage in Puerto Rico and the U.S. Virgin Islands due to Maria is 90 billion dollars.||Death toll from hurricane Maria at the moment of this report is highly uncertain. The official number stands at 65 deaths. 20 of these deaths occurred during the hurricane. The other 45 deaths occurred in the aftermath of the hurricane. From these 45 deaths, there were four (4) people which died due to heart attack,  three (3) due to lack of respiratory aid and three more (3) people due to lack of medical supplies. In addition two (2) deaths were due to suicides. One person (1) died when a tree fell over his car while driving. As of late November 2017, there were three (3) confirmed deaths from leptospirosis. One person (1) died during hurricane preparations. One women (1) died when she fell from her wheel chair. Her house was flooded, and she drowned.|The reasons of the remainder of the deaths are unknown at the moment of this publication.",Rio Grande de Arecibo went out of its banks.,CSV
201709,20,1100,201709,20,2300,120357,721922,PUERTO RICO,99,2017,September,Hurricane (Typhoon),Z,6,CENTRAL INTERIOR,SJU,20-SEP-17 11:00:00,AST-4,20-SEP-17 23:00:00,0,0,0,0,,0.00K,Emergency Manager,,,,4,,,,,,,,,,,,,,,,,,"Hurricane Maria was a catastrophic category 4 hurricane which devastated the island of Puerto Rico on September 20, 2017. Maximum sustained winds of 175 mph as it was approaching the county warning area. The direction was towards the west northwest with the eye clipping Saint Croix and Vieques. The hurricane then made landfall in the municipality of Yabucoa in mainland PR at 6:15 am AST with maximum sustained winds of 155 mph. The center of the storm traversed diagonally through mainland Puerto Rico exiting across the northwest municipalities in the early afternoon hours. Extreme winds  were observed across most of mainland Puerto Rico, Vieques, and Saint Croix with catastrophic flooding observed across many areas in mainland Puerto Rico.||During a preliminary survey of areas along the path of Hurricane Maria���s center, it was evident that catastrophic damage had occurred. Maria���s strong winds spread large amounts of debris across the entire area. All full trees were defoliated, and those that were not, were snapped or uprooted by Maria���s strong winds and lost medium to large branches. During the interview process, stories and images were particularly similar. Numerous locals reported that they felt the ground and their houses shaking, while most were amazed by the force of the unprecedented strong winds that not only transformed their surroundings but also their lives. Although most structures across the island are built using concrete as the main material, countless homes and buildings sustained some type of structural damage. If not blown off, non-concrete roofs suffered some type of damage. Nearly all commercial signs, fences, and canopies were destroyed, including large digital high definition boards. The last time that Puerto Rico experienced a category 4 or stronger hurricane was back on 1928 with Hurricane San Felipe II.  Maria was the strongest hurricane to make landfall in mainland Puerto Rico since Hurricane Felipe II in 1928, a category 5 storm. |The NOAA estimate of damage in Puerto Rico and the U.S. Virgin Islands due to Maria is 90 billion dollars.||Death toll from hurricane Maria at the moment of this report is highly uncertain. The official number stands at 65 deaths. 20 of these deaths occurred during the hurricane. The other 45 deaths occurred in the aftermath of the hurricane. From these 45 deaths, there were four (4) people which died due to heart attack,  three (3) due to lack of respiratory aid and three more (3) people due to lack of medical supplies. In addition two (2) deaths were due to suicides. One person (1) died when a tree fell over his car while driving. As of late November 2017, there were three (3) confirmed deaths from leptospirosis. One person (1) died during hurricane preparations. One women (1) died when she fell from her wheel chair. Her house was flooded, and she drowned.|The reasons of the remainder of the deaths are unknown at the moment of this publication.",Municipality of Corozal-Road 803 washed out in Barrio Palos Blancos. 25 people had to be evacuated.,CSV
201709,20,720,201709,21,1500,120357,721923,PUERTO RICO,99,2017,September,Flash Flood,C,51,DORAD,SJU,20-SEP-17 07:20:00,AST-4,21-SEP-17 15:00:00,0,0,0,0,500.00K,0.00K,River/Stream Gage,,,Heavy Rain,,,,,,,,,3.54,NW,DORADO,1.53,NNE,DORADO,18.4712,-66.3121,18.4783,-66.2697,"Hurricane Maria was a catastrophic category 4 hurricane which devastated the island of Puerto Rico on September 20, 2017. Maximum sustained winds of 175 mph as it was approaching the county warning area. The direction was towards the west northwest with the eye clipping Saint Croix and Vieques. The hurricane then made landfall in the municipality of Yabucoa in mainland PR at 6:15 am AST with maximum sustained winds of 155 mph. The center of the storm traversed diagonally through mainland Puerto Rico exiting across the northwest municipalities in the early afternoon hours. Extreme winds  were observed across most of mainland Puerto Rico, Vieques, and Saint Croix with catastrophic flooding observed across many areas in mainland Puerto Rico.||During a preliminary survey of areas along the path of Hurricane Maria���s center, it was evident that catastrophic damage had occurred. Maria���s strong winds spread large amounts of debris across the entire area. All full trees were defoliated, and those that were not, were snapped or uprooted by Maria���s strong winds and lost medium to large branches. During the interview process, stories and images were particularly similar. Numerous locals reported that they felt the ground and their houses shaking, while most were amazed by the force of the unprecedented strong winds that not only transformed their surroundings but also their lives. Although most structures across the island are built using concrete as the main material, countless homes and buildings sustained some type of structural damage. If not blown off, non-concrete roofs suffered some type of damage. Nearly all commercial signs, fences, and canopies were destroyed, including large digital high definition boards. The last time that Puerto Rico experienced a category 4 or stronger hurricane was back on 1928 with Hurricane San Felipe II.  Maria was the strongest hurricane to make landfall in mainland Puerto Rico since Hurricane Felipe II in 1928, a category 5 storm. |The NOAA estimate of damage in Puerto Rico and the U.S. Virgin Islands due to Maria is 90 billion dollars.||Death toll from hurricane Maria at the moment of this report is highly uncertain. The official number stands at 65 deaths. 20 of these deaths occurred during the hurricane. The other 45 deaths occurred in the aftermath of the hurricane. From these 45 deaths, there were four (4) people which died due to heart attack,  three (3) due to lack of respiratory aid and three more (3) people due to lack of medical supplies. In addition two (2) deaths were due to suicides. One person (1) died when a tree fell over his car while driving. As of late November 2017, there were three (3) confirmed deaths from leptospirosis. One person (1) died during hurricane preparations. One women (1) died when she fell from her wheel chair. Her house was flooded, and she drowned.|The reasons of the remainder of the deaths are unknown at the moment of this publication.",Rio de la Plata went out of its banks.,CSV
201709,20,124,201709,21,1500,120357,721924,PUERTO RICO,99,2017,September,Flash Flood,C,53,FAJARDO,SJU,20-SEP-17 01:24:00,AST-4,21-SEP-17 15:00:00,0,0,0,0,500.00K,0.00K,River/Stream Gage,,,Heavy Rain,,,,,,,,,2.93,NNW,FAJARDO,3.02,NNE,FAJARDO,18.3599,-65.6649,18.3711,-65.6313,"Hurricane Maria was a catastrophic category 4 hurricane which devastated the island of Puerto Rico on September 20, 2017. Maximum sustained winds of 175 mph as it was approaching the county warning area. The direction was towards the west northwest with the eye clipping Saint Croix and Vieques. The hurricane then made landfall in the municipality of Yabucoa in mainland PR at 6:15 am AST with maximum sustained winds of 155 mph. The center of the storm traversed diagonally through mainland Puerto Rico exiting across the northwest municipalities in the early afternoon hours. Extreme winds  were observed across most of mainland Puerto Rico, Vieques, and Saint Croix with catastrophic flooding observed across many areas in mainland Puerto Rico.||During a preliminary survey of areas along the path of Hurricane Maria���s center, it was evident that catastrophic damage had occurred. Maria���s strong winds spread large amounts of debris across the entire area. All full trees were defoliated, and those that were not, were snapped or uprooted by Maria���s strong winds and lost medium to large branches. During the interview process, stories and images were particularly similar. Numerous locals reported that they felt the ground and their houses shaking, while most were amazed by the force of the unprecedented strong winds that not only transformed their surroundings but also their lives. Although most structures across the island are built using concrete as the main material, countless homes and buildings sustained some type of structural damage. If not blown off, non-concrete roofs suffered some type of damage. Nearly all commercial signs, fences, and canopies were destroyed, including large digital high definition boards. The last time that Puerto Rico experienced a category 4 or stronger hurricane was back on 1928 with Hurricane San Felipe II.  Maria was the strongest hurricane to make landfall in mainland Puerto Rico since Hurricane Felipe II in 1928, a category 5 storm. |The NOAA estimate of damage in Puerto Rico and the U.S. Virgin Islands due to Maria is 90 billion dollars.||Death toll from hurricane Maria at the moment of this report is highly uncertain. The official number stands at 65 deaths. 20 of these deaths occurred during the hurricane. The other 45 deaths occurred in the aftermath of the hurricane. From these 45 deaths, there were four (4) people which died due to heart attack,  three (3) due to lack of respiratory aid and three more (3) people due to lack of medical supplies. In addition two (2) deaths were due to suicides. One person (1) died when a tree fell over his car while driving. As of late November 2017, there were three (3) confirmed deaths from leptospirosis. One person (1) died during hurricane preparations. One women (1) died when she fell from her wheel chair. Her house was flooded, and she drowned.|The reasons of the remainder of the deaths are unknown at the moment of this publication.",Rio Fajardo went out of its banks.,CSV
201709,20,1810,201709,21,1800,120357,721925,PUERTO RICO,99,2017,September,Flash Flood,C,54,FLORIDA,SJU,20-SEP-17 18:10:00,AST-4,21-SEP-17 18:00:00,0,0,0,0,500.00K,0.00K,Unknown,,,Heavy Rain,,,,,,,,,3.98,NNW,FLORIDA,2.92,N,FLORIDA,18.4051,-66.5679,18.4086,-66.5554,"Hurricane Maria was a catastrophic category 4 hurricane which devastated the island of Puerto Rico on September 20, 2017. Maximum sustained winds of 175 mph as it was approaching the county warning area. The direction was towards the west northwest with the eye clipping Saint Croix and Vieques. The hurricane then made landfall in the municipality of Yabucoa in mainland PR at 6:15 am AST with maximum sustained winds of 155 mph. The center of the storm traversed diagonally through mainland Puerto Rico exiting across the northwest municipalities in the early afternoon hours. Extreme winds  were observed across most of mainland Puerto Rico, Vieques, and Saint Croix with catastrophic flooding observed across many areas in mainland Puerto Rico.||During a preliminary survey of areas along the path of Hurricane Maria���s center, it was evident that catastrophic damage had occurred. Maria���s strong winds spread large amounts of debris across the entire area. All full trees were defoliated, and those that were not, were snapped or uprooted by Maria���s strong winds and lost medium to large branches. During the interview process, stories and images were particularly similar. Numerous locals reported that they felt the ground and their houses shaking, while most were amazed by the force of the unprecedented strong winds that not only transformed their surroundings but also their lives. Although most structures across the island are built using concrete as the main material, countless homes and buildings sustained some type of structural damage. If not blown off, non-concrete roofs suffered some type of damage. Nearly all commercial signs, fences, and canopies were destroyed, including large digital high definition boards. The last time that Puerto Rico experienced a category 4 or stronger hurricane was back on 1928 with Hurricane San Felipe II.  Maria was the strongest hurricane to make landfall in mainland Puerto Rico since Hurricane Felipe II in 1928, a category 5 storm. |The NOAA estimate of damage in Puerto Rico and the U.S. Virgin Islands due to Maria is 90 billion dollars.||Death toll from hurricane Maria at the moment of this report is highly uncertain. The official number stands at 65 deaths. 20 of these deaths occurred during the hurricane. The other 45 deaths occurred in the aftermath of the hurricane. From these 45 deaths, there were four (4) people which died due to heart attack,  three (3) due to lack of respiratory aid and three more (3) people due to lack of medical supplies. In addition two (2) deaths were due to suicides. One person (1) died when a tree fell over his car while driving. As of late November 2017, there were three (3) confirmed deaths from leptospirosis. One person (1) died during hurricane preparations. One women (1) died when she fell from her wheel chair. Her house was flooded, and she drowned.|The reasons of the remainder of the deaths are unknown at the moment of this publication.",Heavy rains associated with Hurricane Maria produced flooding.,CSV
201709,20,512,201709,21,1500,120357,721928,PUERTO RICO,99,2017,September,Flash Flood,C,61,GUAYNABO,SJU,20-SEP-17 05:12:00,AST-4,21-SEP-17 15:00:00,0,0,0,0,500.00K,0.00K,Unknown,,,Heavy Rain,,,,,,,,,8.98,NW,GUAYNABO,8.88,NNW,GUAYNABO,18.4324,-66.1144,18.4379,-66.0855,"Hurricane Maria was a catastrophic category 4 hurricane which devastated the island of Puerto Rico on September 20, 2017. Maximum sustained winds of 175 mph as it was approaching the county warning area. The direction was towards the west northwest with the eye clipping Saint Croix and Vieques. The hurricane then made landfall in the municipality of Yabucoa in mainland PR at 6:15 am AST with maximum sustained winds of 155 mph. The center of the storm traversed diagonally through mainland Puerto Rico exiting across the northwest municipalities in the early afternoon hours. Extreme winds  were observed across most of mainland Puerto Rico, Vieques, and Saint Croix with catastrophic flooding observed across many areas in mainland Puerto Rico.||During a preliminary survey of areas along the path of Hurricane Maria���s center, it was evident that catastrophic damage had occurred. Maria���s strong winds spread large amounts of debris across the entire area. All full trees were defoliated, and those that were not, were snapped or uprooted by Maria���s strong winds and lost medium to large branches. During the interview process, stories and images were particularly similar. Numerous locals reported that they felt the ground and their houses shaking, while most were amazed by the force of the unprecedented strong winds that not only transformed their surroundings but also their lives. Although most structures across the island are built using concrete as the main material, countless homes and buildings sustained some type of structural damage. If not blown off, non-concrete roofs suffered some type of damage. Nearly all commercial signs, fences, and canopies were destroyed, including large digital high definition boards. The last time that Puerto Rico experienced a category 4 or stronger hurricane was back on 1928 with Hurricane San Felipe II.  Maria was the strongest hurricane to make landfall in mainland Puerto Rico since Hurricane Felipe II in 1928, a category 5 storm. |The NOAA estimate of damage in Puerto Rico and the U.S. Virgin Islands due to Maria is 90 billion dollars.||Death toll from hurricane Maria at the moment of this report is highly uncertain. The official number stands at 65 deaths. 20 of these deaths occurred during the hurricane. The other 45 deaths occurred in the aftermath of the hurricane. From these 45 deaths, there were four (4) people which died due to heart attack,  three (3) due to lack of respiratory aid and three more (3) people due to lack of medical supplies. In addition two (2) deaths were due to suicides. One person (1) died when a tree fell over his car while driving. As of late November 2017, there were three (3) confirmed deaths from leptospirosis. One person (1) died during hurricane preparations. One women (1) died when she fell from her wheel chair. Her house was flooded, and she drowned.|The reasons of the remainder of the deaths are unknown at the moment of this publication.",Heavy rainfall associated with Hurricane Maria produced flooding.,CSV
201709,20,419,201709,21,1500,120357,721929,PUERTO RICO,99,2017,September,Flash Flood,C,63,GURABO,SJU,20-SEP-17 04:19:00,AST-4,21-SEP-17 15:00:00,0,0,0,0,500.00K,0.00K,River/Stream Gage,,,Heavy Rain,,,,,,,,,3.68,NW,GURABO,2.52,N,GURABO,18.3008,-66.0158,18.3011,-65.9743,"Hurricane Maria was a catastrophic category 4 hurricane which devastated the island of Puerto Rico on September 20, 2017. Maximum sustained winds of 175 mph as it was approaching the county warning area. The direction was towards the west northwest with the eye clipping Saint Croix and Vieques. The hurricane then made landfall in the municipality of Yabucoa in mainland PR at 6:15 am AST with maximum sustained winds of 155 mph. The center of the storm traversed diagonally through mainland Puerto Rico exiting across the northwest municipalities in the early afternoon hours. Extreme winds  were observed across most of mainland Puerto Rico, Vieques, and Saint Croix with catastrophic flooding observed across many areas in mainland Puerto Rico.||During a preliminary survey of areas along the path of Hurricane Maria���s center, it was evident that catastrophic damage had occurred. Maria���s strong winds spread large amounts of debris across the entire area. All full trees were defoliated, and those that were not, were snapped or uprooted by Maria���s strong winds and lost medium to large branches. During the interview process, stories and images were particularly similar. Numerous locals reported that they felt the ground and their houses shaking, while most were amazed by the force of the unprecedented strong winds that not only transformed their surroundings but also their lives. Although most structures across the island are built using concrete as the main material, countless homes and buildings sustained some type of structural damage. If not blown off, non-concrete roofs suffered some type of damage. Nearly all commercial signs, fences, and canopies were destroyed, including large digital high definition boards. The last time that Puerto Rico experienced a category 4 or stronger hurricane was back on 1928 with Hurricane San Felipe II.  Maria was the strongest hurricane to make landfall in mainland Puerto Rico since Hurricane Felipe II in 1928, a category 5 storm. |The NOAA estimate of damage in Puerto Rico and the U.S. Virgin Islands due to Maria is 90 billion dollars.||Death toll from hurricane Maria at the moment of this report is highly uncertain. The official number stands at 65 deaths. 20 of these deaths occurred during the hurricane. The other 45 deaths occurred in the aftermath of the hurricane. From these 45 deaths, there were four (4) people which died due to heart attack,  three (3) due to lack of respiratory aid and three more (3) people due to lack of medical supplies. In addition two (2) deaths were due to suicides. One person (1) died when a tree fell over his car while driving. As of late November 2017, there were three (3) confirmed deaths from leptospirosis. One person (1) died during hurricane preparations. One women (1) died when she fell from her wheel chair. Her house was flooded, and she drowned.|The reasons of the remainder of the deaths are unknown at the moment of this publication.",Rio Gurabo went out of its banks.,CSV
201709,20,800,201709,21,900,120357,721931,PUERTO RICO,99,2017,September,Flash Flood,C,55,GUANICA,SJU,20-SEP-17 08:00:00,AST-4,21-SEP-17 09:00:00,0,0,0,0,500.00K,0.00K,Unknown,,,Heavy Rain,,,,,,,,,3.99,ESE,GUANICA,3.37,WSW,GUANICA,17.9533,-66.8662,17.952,-66.9727,"Hurricane Maria was a catastrophic category 4 hurricane which devastated the island of Puerto Rico on September 20, 2017. Maximum sustained winds of 175 mph as it was approaching the county warning area. The direction was towards the west northwest with the eye clipping Saint Croix and Vieques. The hurricane then made landfall in the municipality of Yabucoa in mainland PR at 6:15 am AST with maximum sustained winds of 155 mph. The center of the storm traversed diagonally through mainland Puerto Rico exiting across the northwest municipalities in the early afternoon hours. Extreme winds  were observed across most of mainland Puerto Rico, Vieques, and Saint Croix with catastrophic flooding observed across many areas in mainland Puerto Rico.||During a preliminary survey of areas along the path of Hurricane Maria���s center, it was evident that catastrophic damage had occurred. Maria���s strong winds spread large amounts of debris across the entire area. All full trees were defoliated, and those that were not, were snapped or uprooted by Maria���s strong winds and lost medium to large branches. During the interview process, stories and images were particularly similar. Numerous locals reported that they felt the ground and their houses shaking, while most were amazed by the force of the unprecedented strong winds that not only transformed their surroundings but also their lives. Although most structures across the island are built using concrete as the main material, countless homes and buildings sustained some type of structural damage. If not blown off, non-concrete roofs suffered some type of damage. Nearly all commercial signs, fences, and canopies were destroyed, including large digital high definition boards. The last time that Puerto Rico experienced a category 4 or stronger hurricane was back on 1928 with Hurricane San Felipe II.  Maria was the strongest hurricane to make landfall in mainland Puerto Rico since Hurricane Felipe II in 1928, a category 5 storm. |The NOAA estimate of damage in Puerto Rico and the U.S. Virgin Islands due to Maria is 90 billion dollars.||Death toll from hurricane Maria at the moment of this report is highly uncertain. The official number stands at 65 deaths. 20 of these deaths occurred during the hurricane. The other 45 deaths occurred in the aftermath of the hurricane. From these 45 deaths, there were four (4) people which died due to heart attack,  three (3) due to lack of respiratory aid and three more (3) people due to lack of medical supplies. In addition two (2) deaths were due to suicides. One person (1) died when a tree fell over his car while driving. As of late November 2017, there were three (3) confirmed deaths from leptospirosis. One person (1) died during hurricane preparations. One women (1) died when she fell from her wheel chair. Her house was flooded, and she drowned.|The reasons of the remainder of the deaths are unknown at the moment of this publication.",Heavy rainfall associated with Hurricane Maria produced flooding.,CSV
